stock_code,fiscal_year,revenue,operating_profit,net_income,total_assets,total_equity,total_liabilities,operating_margin,roe,debt_ratio,revenue_growth_rate,operating_profit_growth_rate,per_ratio,pbr_ratio,fcf,data_source,last_updated
060310,2024,43595351592,1164030344,2627346791,63790941612,48440167995,15350773617,2.6700,5.4200,31.6900,4.1500,-46.6200,31.0194,1.6825,0,DART,2025-12-24T11:12:17
060310,2023,41857755025,2180508808,1431602721,67635499845,45954754301,21680745544,5.2100,3.1200,47.1800,54.4000,50.1600,56.9283,1.7735,0,DART,2025-12-24T11:12:17
060310,2022,27110628415,1452134065,1171369995,65127864527,38338988847,26788875680,5.3600,3.0600,69.8700,15.4700,-203.1200,69.5755,2.1257,0,DART,2025-12-24T11:12:17
060310,2021,23477908383,-1408265950,695334883,54614752349,36546324438,18068427911,-6.0000,1.9000,49.4400,,,117.2078,2.2300,0,DART,2025-12-24T11:12:17
095570,2024,1014156314426,72790207643,36972397205,1717770434389,443723178425,1274047255964,7.1800,8.3300,287.1300,1.2200,-7.1400,5.6731,0.4727,0,DART,2025-12-24T11:12:18
095570,2023,1001975993554,78385856886,66755784866,1622157341878,419651809690,1202505532188,7.8200,15.9100,286.5500,-17.0800,3.8900,3.1420,0.4998,0,DART,2025-12-24T11:12:18
095570,2022,1208367577386,75447386515,8769534380,1481445371745,,1119559529255,6.2400,,,17.6900,67.2500,23.9176,,0,DART,2025-12-24T11:12:18
095570,2021,1026749457003,45109542821,76737133075,1355044449955,362510088118,992534361837,4.3900,21.1700,273.7900,,,2.7333,0.5786,0,DART,2025-12-24T11:12:18
006840,2024,4488280532801,130320128409,-16585694879,5336874928103,1245028500925,4091846427178,2.9000,-1.3300,328.6500,0.1900,-53.3100,,0.0940,0,DART,2025-12-24T11:12:20
006840,2023,4479660141625,279123890558,130395492971,5314995084396,1294261200121,4020733884275,6.2300,10.0700,310.6600,18.2600,-1379.0700,0.8971,0.0904,0,DART,2025-12-24T11:12:19
006840,2022,3787959855335,-21822473627,-119048517003,5004334961394,1282338179603,3721996781791,-0.5800,-9.2800,290.2500,19.5800,-86.8300,,0.0912,0,DART,2025-12-24T11:12:19
006840,2021,3167699652090,-165714944091,-199326056742,4548736656905,1202359271295,3346377385610,-5.2300,-16.5800,278.3200,,,,0.0973,0,DART,2025-12-24T11:12:19
054620,2024,93965013528,-22637555084,-3446806024,413209095861,225714445727,187494650134,-24.0900,-1.5300,83.0700,128.9200,21.6800,,0.3080,0,DART,2025-12-24T11:12:21
054620,2023,41047387923,-18603977383,14042768425,366360988198,224655106911,141705881287,-45.3200,6.2500,63.0800,0.5500,21.8400,4.9513,0.3095,0,DART,2025-12-24T11:12:20
054620,2022,40821934034,-15269627833,6392559695,367637598397,212607149715,155030448682,-37.4100,3.0100,72.9200,3.5700,285.2500,10.8767,0.3270,0,DART,2025-12-24T11:12:20
054620,2021,39415521257,-3963571695,23585855545,337092577346,187269274364,149823302982,-10.0600,12.5900,80.0000,,,2.9480,0.3713,0,DART,2025-12-24T11:12:20
265520,2024,516698011486,47190207802,51784131503,599773343103,336527332589,263246010514,9.1300,15.3900,78.2200,-3.1600,-21.5100,5.6937,0.8761,0,DART,2025-12-24T11:12:22
265520,2023,533579250430,60121226139,60033917358,571135693095,321376369652,249759323443,11.2700,18.6800,77.7200,9.6500,-33.5600,4.9113,0.9174,0,DART,2025-12-24T11:12:22
265520,2022,486607636185,90485155839,82237671374,548112890923,270199149705,277913741218,18.6000,30.4400,102.8600,-7.9700,40.7100,3.5853,1.0912,0,DART,2025-12-24T11:12:22
265520,2021,528740970343,64305495077,57166230146,428720088928,191542497275,237177591653,12.1600,29.8500,123.8300,,,5.1577,1.5393,0,DART,2025-12-24T11:12:22
211270,2024,25192392989,7300333201,10428439996,135157457133,105220711236,29936745897,28.9800,9.9100,28.4500,56.7800,-27.5100,16.9358,1.6785,0,DART,2025-12-24T11:12:24
211270,2023,16068798603,10071432183,10514932202,144556607670,95077662865,49478944805,62.6800,11.0600,52.0400,-70.0200,124.0900,16.7965,1.8576,0,DART,2025-12-24T11:12:23
211270,2022,53604126086,4494271143,4077471425,109299384379,85351038402,23948345977,8.3800,4.7800,28.0600,33.3400,433.6400,43.3145,2.0693,0,DART,2025-12-24T11:12:23
211270,2021,40201720460,842198469,1401740834,111188163284,81104774352,30083388932,2.0900,1.7300,37.0900,,,125.9960,2.1776,0,DART,2025-12-24T11:12:23
139050,2024,17198332599,-9773952551,-23412907697,39581621840,20289232644,19292389196,-56.8300,-115.4000,95.0900,-40.2600,422.2500,,1.1951,0,DART,2025-12-24T11:12:25
139050,2023,28789792189,-1871491881,81530033,60756775900,43606368673,17150407227,-6.5000,0.1900,39.3300,1.5300,-69.1800,297.4115,0.5561,0,DART,2025-12-24T11:12:24
139050,2022,28355416058,-6073238028,-19305786057,67493170341,35464335358,32028834983,-21.4200,-54.4400,90.3100,-27.7200,74.4900,,0.6837,0,DART,2025-12-24T11:12:24
139050,2021,39230984885,-3480630666,1946291330,93759360756,54919096898,38840263858,-8.8700,3.5400,70.7200,,,12.4585,0.4415,0,DART,2025-12-24T11:12:24
027410,2024,434085472661,55229112297,88960038933,2300978258450,1981102616458,319875641992,12.7200,4.4900,16.1500,-2.0500,-21.7100,4.3684,0.1962,0,DART,2025-12-24T11:12:26
027410,2023,443173612089,70546076287,77738717904,2171266453121,1900643336457,270623116664,15.9200,4.0900,14.2400,1.8800,15.2600,4.9989,0.2045,0,DART,2025-12-24T11:12:26
027410,2022,434997439995,61203792653,26176881012,1938013970903,1736523419389,201490551514,14.0700,1.5100,11.6000,110.3800,432.2400,14.8455,0.2238,0,DART,2025-12-24T11:12:26
027410,2021,206770625284,11499330314,35977028709,1981622039251,1732763395151,248858644100,5.5600,2.0800,14.3600,,,10.8016,0.2243,0,DART,2025-12-24T11:12:26
282330,2024,8698757469111,251641247239,1184132956540,3402590175982,1184132956540,2218457219442,2.8900,100.0000,187.3500,6.1500,-0.6100,1.6085,1.6085,0,DART,2025-12-24T11:12:27
282330,2023,8194753978897,253187753623,1074453047721,3219078523118,1074453047721,2144625475397,3.0900,100.0000,199.6000,7.6000,0.3100,1.7727,1.7727,0,DART,2025-12-24T11:12:27
282330,2022,7615769467741,252407573570,962627643775,2946235271626,962627643775,1983607627851,3.3100,100.0000,206.0600,12.3100,26.5600,1.9786,1.9786,0,DART,2025-12-24T11:12:27
282330,2021,6781161259022,199441703668,809319369409,2596378756682,809319369409,1787059387273,2.9400,100.0000,220.8100,,,2.3534,2.3534,0,DART,2025-12-24T11:12:27
126600,2024,364314391661,14010519555,20556653003,715243787072,493928278188,221315508884,3.8500,4.1600,44.8100,27.5300,-18.5100,11.8470,0.4931,0,DART,2025-12-24T11:12:28
126600,2023,285658919446,17193108658,-11093544338,570459146178,436750804142,133708342036,6.0200,-2.5400,30.6100,8.4900,7.9600,,0.5576,0,DART,2025-12-24T11:12:28
126600,2022,263301590668,15925460652,28879581735,352143732649,201945072094,150198660555,6.0500,14.3000,74.3800,29.4200,-28.4800,8.4328,1.2059,0,DART,2025-12-24T11:12:28
126600,2021,203453887026,22268262640,793287805,306763504335,,150630439138,10.9500,,,,,306.9952,,0,DART,2025-12-24T11:12:28
138930,2024,817000079756,-215333076155,749976302023,152470490926534,11147574546601,141322916379933,-26.3600,6.7300,1267.7500,40.0600,-22.0800,6.7666,0.4552,0,DART,2025-12-24T11:12:29
138930,2023,583301855699,-276355198651,678904864314,145783633894264,10673702081303,135109931812961,-47.3800,6.3600,1265.8200,,,7.4750,0.4755,0,DART,2025-12-24T11:12:29
001460,2024,165207568941,23832906913,18404839494,696400955313,549407749514,146993205799,14.4300,3.3500,26.7500,-1.9000,-13.3300,14.5762,0.4883,0,DART,2025-12-24T11:12:31
001460,2023,168401523886,27498394275,23666593032,685663060325,534920570167,150742490158,16.3300,4.4200,28.1800,-0.7500,8.5800,11.3355,0.5015,0,DART,2025-12-24T11:12:30
001460,2022,169680336869,25326353051,35286502037,668872026401,515737286382,153134740019,14.9300,6.8400,29.6900,3.1800,-5.1900,7.6027,0.5202,0,DART,2025-12-24T11:12:30
001460,2021,164445893789,26711346464,29855489397,684434512150,481812264546,202622247604,16.2400,6.2000,42.0500,,,8.9857,0.5568,0,DART,2025-12-24T11:12:30
001465,2024,165207568941,23832906913,18404839494,696400955313,549407749514,146993205799,14.4300,3.3500,26.7500,-1.9000,-13.3300,2.9432,0.0986,0,DART,2025-12-24T11:12:32
001465,2023,168401523886,27498394275,23666593032,685663060325,534920570167,150742490158,16.3300,4.4200,28.1800,-0.7500,8.5800,2.2889,0.1013,0,DART,2025-12-24T11:12:31
001465,2022,169680336869,25326353051,35286502037,668872026401,515737286382,153134740019,14.9300,6.8400,29.6900,3.1800,-5.1900,1.5351,0.1050,0,DART,2025-12-24T11:12:31
001465,2021,164445893789,26711346464,29855489397,684434512150,481812264546,202622247604,16.2400,6.2000,42.0500,,,1.8144,0.1124,0,DART,2025-12-24T11:12:31
083790,2024,7253270324,-38813380435,-51544107404,260465309673,120799008597,139666301076,-535.1200,-42.6700,115.6200,48.6700,25.5600,,0.9357,0,DART,2025-12-24T11:12:33
083790,2023,4878663471,-30912972988,-50041783082,243115541578,145292993240,97822548338,-633.6400,-34.4400,67.3300,-87.3700,28.4400,,0.7780,0,DART,2025-12-24T11:12:32
083790,2022,38642040604,-24068154314,188275739661,322613063638,193423028183,129190035455,-62.2800,97.3400,66.7900,-8.8100,376.5900,0.6004,0.5844,0,DART,2025-12-24T11:12:32
083790,2021,42376294297,-5050083361,207837573508,332926809975,214626183247,118300626728,-11.9200,96.8400,55.1200,,,0.5439,0.5267,0,DART,2025-12-24T11:12:32
001040,2024,43646656090000,2547483645000,151195776000,47496993224000,17746385936000,29750607288000,5.8400,0.8500,167.6400,5.5500,24.9300,33.1724,0.2826,0,DART,2025-12-24T11:12:34
001040,2023,41352688159000,2039057889000,524667990000,47203762893000,17892818574000,29310944319000,4.9300,2.9300,163.8100,1.0500,-5.3500,9.5594,0.2803,0,DART,2025-12-24T11:12:34
001040,2022,40924879773000,2154201790000,5182697470000,48240408307000,17733633488000,30506774819000,5.2600,29.2300,172.0300,18.6800,14.4800,0.9677,0.2828,0,DART,2025-12-24T11:12:34
001040,2021,34484026554000,1881800099000,5066018526000,41955995804000,16463530116000,25492465688000,5.4600,30.7700,154.8400,,,0.9900,0.3046,0,DART,2025-12-24T11:12:34
079160,2024,1957884214182,75933768898,691676694935,3997014314732,576744707602,3420269607130,3.8800,119.9300,593.0300,26.6600,54.7600,1.4435,1.7312,0,DART,2025-12-24T11:12:35
079160,2023,1545839243146,49065796701,421276371634,3194214710432,261241200463,2932973509969,3.1700,161.2600,1122.7100,20.6500,-163.9200,2.3701,3.8220,0,DART,2025-12-24T11:12:35
079160,2022,1281306043785,-76765794985,-214507519598,3601468386488,393089340695,3208379045793,-5.9900,-54.5700,816.2000,74.0200,-68.2100,,2.5400,0,DART,2025-12-24T11:12:35
079160,2021,736315366659,-241445734017,-338788006843,3785492375609,301285367542,3484207008067,-32.7900,-112.4500,1156.4500,,,,3.3140,0,DART,2025-12-24T11:12:35
035760,2024,5231360073502,104478244497,-447720843266,9316636930911,3678070719057,5638566211854,2.0000,-12.1700,153.3000,19.7600,-815.5900,,0.3863,0,DART,2025-12-24T11:12:37
035760,2023,4368360656512,-14600377588,-379841597931,9949859715419,4177764497896,5772095217523,-0.3300,-9.0900,138.1600,-8.8500,-110.6300,,0.3401,0,DART,2025-12-24T11:12:36
035760,2022,4792237788876,137375904912,-176815032777,10332246645583,4344327774901,5987918870682,2.8700,-4.0700,137.8300,34.9000,-53.7300,,0.3271,0,DART,2025-12-24T11:12:36
035760,2021,3552396542302,296876105378,227562448542,7940624818521,4203305795543,3737319022978,8.3600,5.4100,88.9100,,,6.2445,0.3381,0,DART,2025-12-24T11:12:36
311690,2024,3466535834,-34241072033,-33708929089,99609756405,77756531694,21853224711,-987.7600,-43.3500,28.1000,-37.8200,6.8100,,1.6047,0,DART,2025-12-24T11:12:38
311690,2023,5575053720,-32056613825,-22912847165,91128385756,71495691643,19632694113,-575.0000,-32.0500,27.4600,36.8200,-3.5400,,1.7452,0,DART,2025-12-24T11:12:37
311690,2022,4074661697,-33233168641,-34913430985,91389158885,49655411562,41733747323,-815.6100,-70.3100,84.0500,-6.6100,228.7800,,2.5128,0,DART,2025-12-24T11:12:37
311690,2021,4363027299,-10108067067,-19272342235,116355243838,87853080239,28502163599,-231.6800,-21.9400,32.4400,,,,1.4203,0,DART,2025-12-24T11:12:37
00104K,2024,43646656090000,2547483645000,151195776000,47496993224000,17746385936000,29750607288000,5.8400,0.8500,167.6400,5.5500,24.9300,4.2574,0.0363,0,DART,2025-12-24T11:12:39
00104K,2023,41352688159000,2039057889000,524667990000,47203762893000,17892818574000,29310944319000,4.9300,2.9300,163.8100,1.0500,-5.3500,1.2269,0.0360,0,DART,2025-12-24T11:12:38
00104K,2022,40924879773000,2154201790000,5182697470000,48240408307000,17733633488000,30506774819000,5.2600,29.2300,172.0300,18.6800,14.4800,0.1242,0.0363,0,DART,2025-12-24T11:12:38
00104K,2021,34484026554000,1881800099000,5066018526000,41955995804000,16463530116000,25492465688000,5.4600,30.7700,154.8400,,,0.1271,0.0391,0,DART,2025-12-24T11:12:38
000120,2024,12116761147160,530663067133,268320297629,9743855522383,4225599854802,5518255667581,4.3800,6.3500,130.5900,2.9600,10.5000,7.9663,0.5058,0,DART,2025-12-24T11:12:40
000120,2023,11767893663269,480234863157,242876054885,9357587266747,4043096242871,5314491023876,4.0800,6.0100,131.4500,-2.9900,16.6200,8.8009,0.5287,0,DART,2025-12-24T11:12:40
000120,2022,12130712862374,411786887242,196821784424,9693299818264,4034308338662,5658991479602,3.3900,4.8800,140.2700,6.9400,19.7500,10.8602,0.5298,0,DART,2025-12-24T11:12:39
000120,2021,11343651787492,343880765667,158279696245,8993928516384,4016357938933,4977570577451,3.0300,3.9400,123.9300,,,13.5047,0.5322,0,DART,2025-12-24T11:12:39
011150,2024,193717170281,4357856052,5019262467,173079219891,83628617966,89450601925,2.2500,6.0000,106.9600,30.5800,5.2800,20.7599,1.2460,0,DART,2025-12-24T11:12:41
011150,2023,148348807287,4139339998,4435393624,168208968603,78050323902,90158644701,2.7900,5.6800,115.5100,-2.8500,0.1000,23.4927,1.3350,0,DART,2025-12-24T11:12:41
011150,2022,152701471935,4135027843,7419860689,143409086635,75689279256,67719807379,2.7100,9.8000,89.4700,-5.8200,-8.0900,14.0433,1.3767,0,DART,2025-12-24T11:12:41
011150,2021,162142951631,4499170288,2204338963,133389814204,67111674655,66278139549,2.7700,3.2800,98.7600,,,47.2701,1.5526,0,DART,2025-12-24T11:12:41
011155,2024,193717170281,4357856052,5019262467,173079219891,83628617966,89450601925,2.2500,6.0000,106.9600,30.5800,5.2800,0.5698,0.0342,0,DART,2025-12-24T11:12:42
011155,2023,148348807287,4139339998,4435393624,168208968603,78050323902,90158644701,2.7900,5.6800,115.5100,-2.8500,0.1000,0.6448,0.0366,0,DART,2025-12-24T11:12:42
011155,2022,152701471935,4135027843,7419860689,143409086635,75689279256,67719807379,2.7100,9.8000,89.4700,-5.8200,-8.0900,0.3855,0.0378,0,DART,2025-12-24T11:12:42
011155,2021,162142951631,4499170288,2204338963,133389814204,67111674655,66278139549,2.7700,3.2800,98.7600,,,1.2974,0.0426,0,DART,2025-12-24T11:12:42
001045,2024,43646656090000,2547483645000,151195776000,47496993224000,17746385936000,29750607288000,5.8400,0.8500,167.6400,5.5500,24.9300,1.2976,0.0111,0,DART,2025-12-24T11:12:44
001045,2023,41352688159000,2039057889000,524667990000,47203762893000,17892818574000,29310944319000,4.9300,2.9300,163.8100,1.0500,-5.3500,0.3739,0.0110,0,DART,2025-12-24T11:12:43
001045,2022,40924879773000,2154201790000,5182697470000,48240408307000,17733633488000,30506774819000,5.2600,29.2300,172.0300,18.6800,14.4800,0.0379,0.0111,0,DART,2025-12-24T11:12:43
001045,2021,34484026554000,1881800099000,5066018526000,41955995804000,16463530116000,25492465688000,5.4600,30.7700,154.8400,,,0.0387,0.0119,0,DART,2025-12-24T11:12:43
097950,2024,29359081823000,1553017638000,7863464517000,30149997467000,12242785686000,17907211781000,5.2900,64.2300,146.2700,1.1600,20.2400,0.4039,0.2595,0,DART,2025-12-24T11:12:45
097950,2023,29023472909000,1291582413000,7151547426000,29606279551000,11779942250000,17826337301000,4.4500,60.7100,151.3300,-3.5100,-22.4100,0.4442,0.2696,0,DART,2025-12-24T11:12:44
097950,2022,30079513121000,1664708210000,802674084000,30013241845000,11529022641000,18484219204000,5.5300,6.9600,160.3300,14.4200,9.2000,3.9573,0.2755,0,DART,2025-12-24T11:12:44
097950,2021,26289227767000,1524429392000,892393213000,26855804277000,10806800418000,16049003859000,5.8000,8.2600,148.5100,,,3.5595,0.2939,0,DART,2025-12-24T11:12:44
097955,2024,29359081823000,1553017638000,7863464517000,30149997467000,12242785686000,17907211781000,5.2900,64.2300,146.2700,1.1600,20.2400,0.0233,0.0150,0,DART,2025-12-24T11:12:46
097955,2023,29023472909000,1291582413000,7151547426000,29606279551000,11779942250000,17826337301000,4.4500,60.7100,151.3300,-3.5100,-22.4100,0.0257,0.0156,0,DART,2025-12-24T11:12:45
097955,2022,30079513121000,1664708210000,802674084000,30013241845000,11529022641000,18484219204000,5.5300,6.9600,160.3300,14.4200,9.2000,0.2286,0.0159,0,DART,2025-12-24T11:12:45
097955,2021,26289227767000,1524429392000,892393213000,26855804277000,10806800418000,16049003859000,5.8000,8.2600,148.5100,,,0.2056,0.0170,0,DART,2025-12-24T11:12:45
051500,2024,3224779013185,94025267830,27405072378,1564362058881,415381333819,1148980725062,2.9200,6.6000,276.6100,4.9000,-5.2700,12.1510,0.8017,0,DART,2025-12-24T11:12:47
051500,2023,3074242286759,99255535636,45481663381,1374744040154,369500066327,1005243973827,3.2300,12.3100,272.0600,11.8800,1.4500,7.3216,0.9012,0,DART,2025-12-24T11:12:47
051500,2022,2747691651727,97840086516,307814217134,1484726893096,404055698335,1080671194761,3.5600,76.1800,267.4600,19.9100,75.8800,1.0818,0.8241,0,DART,2025-12-24T11:12:47
051500,2021,2291433979355,55629220994,245915916058,1216483927069,342634598497,873849328572,2.4300,71.7700,255.0400,,,1.3541,0.9719,0,DART,2025-12-24T11:12:47
058820,2024,99099733323,1020328528,2694712068,303436817189,189542119217,113894697972,1.0300,1.4200,60.0900,5.5300,-66.4000,102.8697,1.4625,0,DART,2025-12-24T11:12:48
058820,2023,93906675105,3036940781,6455349074,242098204538,190232688061,51865516477,3.2300,3.3900,27.2600,14.2500,1.8600,42.9418,1.4572,0,DART,2025-12-24T11:12:48
058820,2022,82197409668,2981395714,-388139911,213260375695,184953014851,28307360844,3.6300,-0.2100,15.3100,18.3100,79.5500,,1.4988,0,DART,2025-12-24T11:12:48
058820,2021,69475495579,1660476360,3165485154,199174593034,184702494215,14472098819,2.3900,1.7100,7.8400,,,87.5708,1.5008,0,DART,2025-12-24T11:12:48
056730,2024,67038863257,-1406893491,-1348542109,89519620287,71111613473,18408006814,-2.1000,-1.9000,25.8900,33.6200,-259.6700,,0.6430,0,DART,2025-12-24T11:12:50
056730,2023,50169908998,881111019,8366913761,107587779409,72299188422,35288590987,1.7600,11.5700,48.8100,56.3900,-42.3300,5.4652,0.6325,0,DART,2025-12-24T11:12:49
056730,2022,32080799484,1527966021,1376363902,49889295607,20274516674,29614778933,4.7600,6.7900,146.0700,-16.9400,-811.5900,33.2228,2.2554,0,DART,2025-12-24T11:12:49
056730,2021,38625451420,-214726600,-5014115163,63973205748,18229890737,45743315011,-0.5600,-27.5000,250.9200,,,,2.5083,0,DART,2025-12-24T11:12:49
065770,2024,37172496286,-199946833,1096610761,23962754816,18581257360,5381497456,-0.5400,5.9000,28.9600,10.4300,-87.3200,14.1608,0.8357,0,DART,2025-12-24T11:12:51
065770,2023,33661402007,-1576925628,-681616999,20657212170,17509403460,3147808710,-4.6800,-3.8900,17.9800,-4.3200,-61.8500,,0.8869,0,DART,2025-12-24T11:12:51
065770,2022,35182635211,-4133560963,-3480289733,34117320114,18164712584,15952607530,-11.7500,-19.1600,87.8200,-14.3800,-1912.3600,,0.8549,0,DART,2025-12-24T11:12:51
065770,2021,41091897059,228076588,-2383876876,34448403950,21333463982,13114939968,0.5600,-11.1700,61.4800,,,,0.7279,0,DART,2025-12-24T11:12:51
083660,2024,36380940773,-3773889414,-5973243238,33217347188,15830280976,17387066212,-10.3700,-37.7300,109.8300,-18.4000,-36.1200,,2.1194,0,DART,2025-12-24T11:12:52
083660,2023,44586544406,-5907776504,-6602745124,42295080942,21305211484,20989869458,-13.2500,-30.9900,98.5200,-27.1500,-36.2400,,1.5748,0,DART,2025-12-24T11:12:52
083660,2022,61199059267,-9265722999,2913834201,34624036306,2913834201,31710202105,-15.1400,100.0000,1088.2600,1.5000,-563.3600,11.5144,11.5144,0,DART,2025-12-24T11:12:52
083660,2021,60297016695,1999698281,-393070577,46177689659,14251332515,31926357144,3.3200,-2.7600,224.0200,,,,2.3542,0,DART,2025-12-24T11:12:52
000590,2024,141950747269,22314081505,32243148810,412586797943,377496622222,35090175721,15.7200,8.5400,9.3000,-17.4500,16.6500,2.8465,0.2431,0,DART,2025-12-24T11:12:53
000590,2023,171965239524,19128717935,15765335603,383909710687,347206891081,36702819606,11.1200,4.5400,10.5700,-1.8800,22.3700,5.8217,0.2643,0,DART,2025-12-24T11:12:53
000590,2022,175266452048,15632045335,271335896428,364121570785,330428149572,33693421213,8.9200,82.1200,10.2000,10.2200,-20.4400,0.3383,0.2778,0,DART,2025-12-24T11:12:53
000590,2021,159017955309,19647701659,21065820782,353716995747,312195867796,41521127951,12.3600,6.7500,13.3000,,,4.3569,0.2940,0,DART,2025-12-24T11:12:53
012030,2024,587435690902,29627168728,393490665700,870058289785,394276238337,475782051448,5.0400,99.8000,120.6700,28.1000,-19.9800,0.7653,0.7638,0,DART,2025-12-24T11:12:55
012030,2023,458583862804,37022768314,394926729147,879384841947,395210860548,484173981399,8.0700,99.9300,122.5100,14.2600,56.8200,0.7626,0.7620,0,DART,2025-12-24T11:12:54
012030,2022,401345502158,23608623380,284983493606,414317384772,284983493606,129333891166,5.8800,100.0000,45.3800,22.7700,0.5800,1.0568,1.0568,0,DART,2025-12-24T11:12:54
012030,2021,326914604920,23472667404,437784122800,601998919354,437784122800,164214796554,7.1800,100.0000,37.5100,,,0.6879,0.6879,0,DART,2025-12-24T11:12:54
005830,2024,5756815463478,2424925603957,1853216681744,66506135383633,9391221934664,57114913448969,42.1200,19.7300,608.1700,37.8700,8.5000,4.9207,0.9710,0,DART,2025-12-24T11:12:56
005830,2023,4175650416966,2234997557489,1742379224712,60040428590956,10303747263209,49736681327747,53.5200,16.9100,482.7000,,,5.2337,0.8850,0,DART,2025-12-24T11:12:55
016610,2024,1318537932981,61858580381,52937573718,10670641837509,1174049116712,9496592720797,4.6900,4.5100,808.8800,9.2400,190.4600,8.6276,0.3890,0,DART,2025-12-24T11:12:57
016610,2023,1206986042160,21296499824,12526271139,10211959858311,1173885264629,9038074593682,1.7600,1.0700,769.9300,,,36.4612,0.3891,0,DART,2025-12-24T11:12:56
000990,2024,1131167709804,190838683363,229385888355,2396851168578,2000688804317,396162364261,16.8700,11.4700,19.8000,-2.0000,-28.1000,13.1622,1.5091,0,DART,2025-12-24T11:12:58
000990,2023,1154223638940,265437456373,264149250979,2043378694132,1740082437747,303296256385,23.0000,15.1800,17.4300,-31.1000,-65.4700,11.4300,1.7351,0,DART,2025-12-24T11:12:57
000990,2022,1675287533666,768746685740,558836662217,2122700474808,1638284078393,484416396415,45.8900,34.1100,29.5700,37.9200,92.6200,5.4027,1.8429,0,DART,2025-12-24T11:12:57
000990,2021,1214682040178,399106778303,316891852008,1549937895854,1106049706046,443888189808,32.8600,28.6500,40.1300,,,9.5276,2.7297,0,DART,2025-12-24T11:12:57
099520,2024,21360983111,503079763,1199573522,28672300883,26020457464,2651843419,2.3600,4.6100,10.1900,59.5100,-111.4500,48.4688,2.2345,0,DART,2025-12-24T11:12:59
099520,2023,13391973891,-4392338334,-5034579008,28396993613,25487496835,2909496778,-32.8000,-19.7500,11.4200,-48.2400,-1622.2600,,2.2812,0,DART,2025-12-24T11:12:59
099520,2022,25873130375,288540751,1141790006,23068889622,18670697904,4398191718,1.1200,6.1200,23.5600,-5.6700,-104.2800,50.9217,3.1141,0,DART,2025-12-24T11:12:59
099520,2021,27428788078,-6743641790,-10004001028,23990314802,8994631302,14995683500,-24.5900,-111.2200,166.7200,,,,6.4641,0,DART,2025-12-24T11:12:59
000300,2024,32380378302,-8564101590,114235074114,66061636175,26161988954,39899647221,-26.4500,436.6500,152.5100,-1.2500,-71.4000,1.4393,6.2848,0,DART,2025-12-24T11:13:00
000300,2023,32790275265,-29945679316,-171786992356,74273121353,-127983096130,202256217483,-91.3200,,,-93.8900,-234.8600,,,0,DART,2025-12-24T11:13:00
000300,2022,536676753422,22205091521,-24285822987,543210276853,111252460593,431957816260,4.1400,-21.8300,388.2700,4.8300,68.7700,,1.4779,0,DART,2025-12-24T11:13:00
000300,2021,511973797943,13157340613,1985111466,594393688298,138907087930,455486600368,2.5700,1.4300,327.9100,,,82.8277,1.1837,0,DART,2025-12-24T11:13:00
290120,2024,270395042990,16539456188,2299311736,276498592273,97322626662,179175965611,6.1200,2.3600,184.1100,14.7700,4.8500,16.7581,0.3959,0,DART,2025-12-24T11:13:02
290120,2023,235592265722,15774631616,-7545547060,204748192263,84915629684,119832562579,6.7000,-8.8900,141.1200,4.2700,-29.3100,,0.4538,0,DART,2025-12-24T11:13:01
290120,2022,225952601224,22316017859,23861774539,232931912364,88410658548,144521253816,9.8800,26.9900,163.4700,26.2600,95.9900,1.6148,0.4358,0,DART,2025-12-24T11:13:01
290120,2021,178955196949,11386261656,8247785626,218203926539,65631346086,152572580453,6.3600,12.5700,232.4700,,,4.6718,0.5871,0,DART,2025-12-24T11:13:01
025440,2024,371930569811,1896227254,-2401231473,273442382936,57845390838,215596992098,0.5100,-4.1500,372.7100,-5.3900,-31.6900,,0.6257,0,DART,2025-12-24T11:13:03
025440,2023,393131714023,2775900843,650913185,177291360105,69546501070,107744859035,0.7100,0.9400,154.9200,2.9700,19.5900,55.6075,0.5205,0,DART,2025-12-24T11:13:02
025440,2022,381809993242,2321107281,-4498993744,144949532724,62073869822,82875662902,0.6100,-7.2500,133.5100,14.6200,-151.1800,,0.5831,0,DART,2025-12-24T11:13:02
025440,2021,333101577545,-4534956686,-10703734207,128407322498,34464123587,93943198911,-1.3600,-31.0600,272.5800,,,,1.0502,0,DART,2025-12-24T11:13:02
015590,2024,136623566311,10022114479,2281787710,213873418416,126685318809,87188099607,7.3400,1.8000,68.8200,-0.4600,-22.2100,53.4868,0.9634,0,DART,2025-12-24T11:13:04
015590,2023,137250775712,12883589883,12751211026,220114642087,126275057117,93839584970,9.3900,10.1000,74.3100,29.8800,-0.4100,9.5713,0.9665,0,DART,2025-12-24T11:13:04
015590,2022,105673907331,12936915150,11278003463,192687257308,109826948997,82860308311,12.2400,10.2700,75.4500,30.9400,-186.4300,10.8216,1.1113,0,DART,2025-12-24T11:13:04
015590,2021,80705226869,-14968117999,-13018202749,165866104199,98020237880,67845866319,-18.5500,-13.2800,69.2200,,,,1.2451,0,DART,2025-12-24T11:13:04
000210,2024,5615368498981,412518392958,94839002886,12535315407584,4786090727143,7749224680441,7.3500,1.9800,161.9100,11.9100,173.7400,8.5954,0.1703,0,DART,2025-12-24T11:13:05
000210,2023,5017815821242,150696391721,-120978168525,12119563559885,4533401164317,7586162395568,3.0000,-2.6700,167.3400,-3.0400,-47.5800,,0.1798,0,DART,2025-12-24T11:13:05
